100000000,1,"161,25722"
150000000,"0,939362895","130,753377"
200000000,"0,932698015","178,752766"
250000000,1,"144,518901"
300000000,"0,990115048","122,881874"
350000000,"0,497651802","-115,442683"
400000000,"0,964867845","130,562329"
450000000,"0,971291437","107,486754"
500000000,"0,73071941","63,272133"
550000000,"0,880125701","122,650453"
600000000,"0,933896055","91,537352"
650000000,"0,84166001","64,498543"
700000000,"0,616755175","112,261349"
750000000,"0,875600088","76,413803"
800000000,"0,85896588","54,336911"
850000000,"0,379235926","50,541411"
900000000,"0,822916349","58,271614"
950000000,"0,905231059","34,840127"
1000000000,"0,703505061","18,738737"
1050000000,"0,728501326","33,007187"
1100000000,"0,857003499","17,897298"
1150000000,"0,836214625","3,675453"
1200000000,"0,672585293","0,643251753"
1250000000,"0,817435422","-4,385137"
1300000000,"0,856273079","-17,782293"
1350000000,"0,772422625","-30,073008"
1400000000,"0,757913301","-28,871645"
1450000000,"0,830078075","-33,47461"
1500000000,"0,859694758","-46,753889"
1550000000,"0,792095543","-52,135779"
1600000000,"0,83600392","-58,666976"
1650000000,"0,90378193","-68,060758"
1700000000,"0,931664726","-73,711185"
1750000000,"0,825351725","-77,064363"
1800000000,"0,955543797","-85,948858"
1850000000,1,"-93,072368"
1900000000,1,"-93,971147"
1950000000,1,"-99,917489"
2000000000,1,"-104,548483"
2050000000,1,"-111,902541"
2100000000,1,"-100,647321"
2150000000,1,"-88,927771"
2200000000,1,"-33,334316"
2250000000,1,"39,738727"
2300000000,1,"76,016045"
2350000000,"0,801044728","99,625588"
2400000000,"0,771176668","92,086322"
2450000000,"0,754004415","99,267363"
2500000000,"0,620906392","104,296216"
2550000000,"0,622257354","110,563966"
2600000000,"0,697633433","112,968592"
2650000000,"0,6589173","113,808466"
2700000000,"0,696142101","107,83313"
2750000000,"0,707112538","107,086651"
2800000000,"0,725768535","100,335169"
2850000000,"0,669874412","97,937843"
2900000000,"0,745899994","88,697552"
2950000000,"0,665772894","89,636359"
3000000000,"0,533692574","91,063976"
